sep=;
# Datei;"Log_20251204_221818.csv"
# Kunde;""
# Objekt;""
# Messstelle;""
# Verglasungsart;""
# Notizen;""
# Startzeit;"2025-12-04 22:18:20"
# Messintervall [s];1

Zeit [s];T_si [°C];T_se [°C];q_si [W/m²];q_se [W/m²];q_mittel [W/m²];Lux [lx];U [W/m²K];q_true [W/m²]
40;18,75;18,76;-0,3;-0,3;-0,3; 1;5,22;
40;18,75;18,76;-0,3;-0,3;-0,3; 1;4,28;
42;18,76;18,77;-0,3;-0,3;-0,3; 1;4,42;
43;18,77;18,78;-0,3;-0,3;-0,3; 1;5,07;
44;18,77;18,78;-0,3;-0,3;-0,3; 1;5,22;
44;18,77;18,77;-0,3;-0,3;-0,3; 1;5,68;
46;18,77;18,78;-0,3;-0,3;-0,3; 1;5,36;
46;18,78;18,79;-0,3;-0,3;-0,3; 1;4,88;
48;18,77;18,79;-0,3;-0,3;-0,3; 1;4,63;
49;18,77;18,78;-0,3;-0,3;-0,3; 1;4,93;
49;18,76;18,77;-0,3;-0,3;-0,3; 1;5,10;
51;18,76;18,79;-0,3;-0,3;-0,3; 1;3,95;
51;18,76;18,80;-0,3;-0,3;-0,3; 1;3,34;
53;18,77;18,80;-0,3;-0,3;-0,3; 1;3,80;
54;18,76;18,79;-0,3;-0,3;-0,3; 1;3,85;
54;18,77;18,78;-0,3;-0,3;-0,3; 1;5,14;
55;18,77;18,79;-0,3;-0,3;-0,3; 1;4,22;
56;18,77;18,80;-0,3;-0,3;-0,3; 1;3,70;
57;18,77;18,79;-0,3;-0,3;-0,3; 1;4,12;
58;18,77;18,79;-0,3;-0,3;-0,3; 1;3,71;
59;18,77;18,79;-0,3;-0,3;-0,3; 1;4,01;
60;18,76;18,81;-0,3;-0,3;-0,3; 1;2,98;
62;18,76;18,82;-0,3;-0,3;-0,3; 1;2,54;
62;18,76;18,81;-0,3;-0,3;-0,3; 1;2,96;
64;18,76;18,79;-0,3;-0,3;-0,3; 1;3,37;
65;18,76;18,78;-0,3;-0,3;-0,3; 1;3,98;
65;18,76;18,80;-0,3;-0,3;-0,3; 1;3,26;
66;18,75;18,78;-0,3;-0,3;-0,3; 1;3,56;
67;18,74;18,77;-0,3;-0,3;-0,3; 1;3,55;
68;18,75;18,79;-0,3;-0,3;-0,3; 1;3,25;
70;18,75;18,80;-0,3;-0,3;-0,3; 1;3,06;
70;18,74;18,79;-0,3;-0,3;-0,3; 1;2,91;
71;18,76;18,79;-0,3;-0,3;-0,3; 1;3,52;
72;18,77;18,81;-0,3;-0,3;-0,3; 1;3,24;
73;18,77;18,80;-0,3;-0,3;-0,3; 1;3,71;
75;18,77;18,81;-0,3;-0,3;-0,3; 1;3,50;
75;18,77;18,79;-0,3;-0,3;-0,3; 1;4,17;
76;18,77;18,80;-0,3;-0,3;-0,3; 1;3,65;
77;18,77;18,79;-0,3;-0,3;-0,3; 1;4,33;
78;18,77;18,79;-0,3;-0,3;-0,3; 1;4,82;
80;18,78;18,79;-0,3;-0,3;-0,3; 1;4,93;
80;18,77;18,78;-0,3;-0,3;-0,3; 1;5,09;
82;18,76;18,78;-0,3;-0,3;-0,3; 1;4,12;
83;18,75;18,78;-0,3;-0,3;-0,3; 1;3,89;
83;18,75;18,80;-0,3;-0,3;-0,3; 1;2,98;
85;18,75;18,79;-0,3;-0,3;-0,3; 1;3,45;
86;18,76;18,77;-0,3;-0,3;-0,3; 1;4,84;
86;18,74;18,77;-0,3;-0,3;-0,3; 1;4,04;
88;18,75;18,77;-0,3;-0,3;-0,3; 1;3,85;
88;18,74;18,78;-0,3;-0,3;-0,3; 1;3,16;
90;18,75;18,78;-0,3;-0,3;-0,3; 1;3,36;
91;18,76;18,78;-0,3;-0,3;-0,3; 1;4,25;
91;18,77;18,78;-0,3;-0,3;-0,3; 1;4,50;
92;18,77;18,78;-0,3;-0,3;-0,3; 1;4,73;
93;18,76;18,78;-0,3;-0,3;-0,3; 1;4,12;
94;18,75;18,79;-0,3;-0,3;-0,3; 1;3,40;
96;18,75;18,79;-0,3;-0,3;-0,3; 1;3,15;
96;18,75;18,77;-0,3;-0,3;-0,3; 1;4,17;
98;18,76;18,77;-0,3;-0,3;-0,3; 1;4,52;
98;18,77;18,78;-0,3;-0,3;-0,3; 1;4,87;
99;18,78;18,77;-0,3;-0,3;-0,3; 1;5,00;
101;18,78;18,78;-0,3;-0,3;-0,3; 1;5,61;
101;18,77;18,78;-0,3;-0,3;-0,3; 1;5,33;
102;18,78;18,78;-0,3;-0,3;-0,3; 1;5,15;
103;18,79;18,80;-0,3;-0,3;-0,3; 1;5,05;
104;18,78;18,78;-0,3;-0,3;-0,3; 1;5,48;
105;18,79;18,76;-0,3;-0,3;-0,3; 1;3,80;
106;18,77;18,77;-0,2;-0,3;-0,3; 1;5,82;
108;18,79;18,79;-0,3;-0,3;-0,3; 1;5,43;
108;18,80;18,80;-0,3;-0,3;-0,3; 1;5,72;
109;18,78;18,80;-0,3;-0,3;-0,3; 1;4,65;
110;18,77;18,80;-0,3;-0,3;-0,3; 1;3,45;
111;18,77;18,80;-0,3;-0,3;-0,3; 1;3,60;
112;18,76;18,80;-0,3;-0,3;-0,3; 1;3,04;
113;18,76;18,79;-0,3;-0,3;-0,3; 1;3,52;
115;18,76;18,77;-0,3;-0,3;-0,3; 1;4,74;
115;18,76;18,78;-0,3;-0,3;-0,3; 1;4,79;
117;18,77;18,77;-0,3;-0,3;-0,3; 1;5,65;
118;18,78;18,77;-0,3;-0,3;-0,3; 1;4,72;
118;18,77;18,77;-0,3;-0,3;-0,3; 1;5,45;
120;18,77;18,78;-0,3;-0,3;-0,3; 1;4,66;
121;18,77;18,76;-0,3;-0,3;-0,3; 1;5,59;
121;18,77;18,76;-0,3;-0,3;-0,3; 1;5,64;
122;18,76;18,77;-0,3;-0,3;-0,3; 1;4,76;
124;18,76;18,78;-0,3;-0,3;-0,3; 1;4,04;
124;18,77;18,78;-0,3;-0,3;-0,3; 1;5,17;
125;18,77;18,79;-0,3;-0,3;-0,3; 1;4,17;
126;18,78;18,79;-0,3;-0,3;-0,3; 1;4,84;
128;18,78;18,78;-0,3;-0,3;-0,3; 1;5,69;
129;18,77;18,77;-0,3;-0,3;-0,3; 1;5,74;
129;18,78;18,77;-0,3;-0,3;-0,3; 1;5,26;
130;18,78;18,77;-0,3;-0,3;-0,3; 1;5,42;
131;18,77;18,77;-0,3;-0,3;-0,3; 1;5,54;
133;18,77;18,76;-0,3;-0,3;-0,3; 1;4,74;
134;18,76;18,76;-0,3;-0,3;-0,3; 1;5,62;
135;18,76;18,75;-0,3;-0,3;-0,3; 1;5,33;
135;18,75;18,76;-0,3;-0,3;-0,3; 1;4,90;
136;18,75;18,77;-0,3;-0,3;-0,3; 1;4,00;
137;18,75;18,77;-0,3;-0,3;-0,3; 1;4,67;
138;18,76;18,76;-0,3;-0,3;-0,3; 1;5,45;
140;18,77;18,78;-0,3;-0,3;-0,3; 1;4,42;
140;18,77;18,77;-0,3;-0,3;-0,3; 1;5,38;
141;18,76;18,76;-0,3;-0,3;-0,3; 1;5,53;
142;18,76;18,77;-0,3;-0,3;-0,3; 1;5,34;
144;18,77;18,78;-0,2;-0,3;-0,3; 1;5,05;
145;18,77;18,77;-0,2;-0,3;-0,3; 1;5,13;
145;18,77;18,78;-0,2;-0,3;-0,3; 1;4,97;
147;18,78;18,79;-0,3;-0,3;-0,3; 1;4,66;
147;18,78;18,79;-0,3;-0,3;-0,3; 1;4,96;
148;18,78;18,79;-0,3;-0,3;-0,3; 1;4,53;
149;18,77;18,79;-0,2;-0,3;-0,3; 1;4,24;
150;18,77;18,78;-0,2;-0,3;-0,3; 1;5,13;
151;18,77;18,77;-0,2;-0,3;-0,3; 1;5,32;
152;18,77;18,78;-0,3;-0,3;-0,3; 1;4,58;
153;18,79;18,79;-0,3;-0,3;-0,3; 1;5,71;
155;18,78;18,78;-0,3;-0,3;-0,3; 1;5,20;
156;18,77;18,77;-0,3;-0,3;-0,3; 1;5,49;
156;18,77;18,77;-0,3;-0,3;-0,3; 1;5,57;
157;18,77;18,78;-0,3;-0,3;-0,3; 1;4,80;
158;18,78;18,77;-0,3;-0,3;-0,3; 1;4,47;
160;18,77;18,79;-0,3;-0,3;-0,3; 1;4,04;
161;18,77;18,80;-0,3;-0,3;-0,3; 1;3,53;
162;18,77;18,80;-0,3;-0,3;-0,3; 1;3,52;
162;18,79;18,80;-0,3;-0,3;-0,3; 1;5,25;
164;18,77;18,80;-0,3;-0,3;-0,3; 1;3,54;
164;18,77;18,80;-0,3;-0,3;-0,3; 1;3,53;
165;18,77;18,80;-0,3;-0,3;-0,3; 1;3,52;
167;18,77;18,79;-0,3;-0,3;-0,3; 1;4,18;
167;18,77;18,80;-0,3;-0,3;-0,3; 1;3,89;
169;18,77;18,79;-0,3;-0,3;-0,3; 1;4,73;
169;18,77;18,77;-0,3;-0,3;-0,3; 1;5,31;
170;18,78;18,78;-0,3;-0,3;-0,3; 1;5,41;
171;18,78;18,77;-0,3;-0,3;-0,3; 1;4,85;
173;18,78;18,78;-0,3;-0,3;-0,3; 1;5,49;
173;18,79;18,79;-0,3;-0,3;-0,3; 1;5,36;
175;18,78;18,79;-0,3;-0,3;-0,3; 1;4,93;
176;18,78;18,79;-0,3;-0,3;-0,3; 1;5,19;
176;18,76;18,78;-0,3;-0,3;-0,3; 1;3,86;
177;18,76;18,78;-0,3;-0,3;-0,3; 1;4,13;
178;18,77;18,78;-0,3;-0,3;-0,3; 1;4,51;
179;18,76;18,78;-0,3;-0,3;-0,3; 1;4,36;
181;18,76;18,79;-0,3;-0,3;-0,3; 1;3,91;
182;18,76;18,79;-0,3;-0,3;-0,3; 1;3,58;
182;18,75;18,79;-0,3;-0,3;-0,3; 1;3,56;
184;18,76;18,79;-0,3;-0,3;-0,3; 1;3,70;
184;18,75;18,78;-0,3;-0,3;-0,3; 1;3,77;
186;18,76;18,78;-0,3;-0,3;-0,3; 1;4,17;
187;18,75;18,79;-0,3;-0,3;-0,3; 1;3,21;
188;18,77;18,78;-0,3;-0,3;-0,3; 1;4,69;
188;18,77;18,78;-0,3;-0,3;-0,3; 1;4,89;
190;18,78;18,77;-0,3;-0,3;-0,3; 1;4,80;
190;18,76;18,76;-0,3;-0,3;-0,3; 1;5,38;
191;18,75;18,75;-0,3;-0,3;-0,3; 1;5,51;
192;18,77;18,76;-0,3;-0,3;-0,3; 1;4,80;
193;18,77;18,78;-0,3;-0,3;-0,3; 1;4,84;
195;18,77;18,77;-0,3;-0,3;-0,3; 1;5,52;
195;18,77;18,77;-0,3;-0,3;-0,3; 1;5,32;
197;18,76;18,76;-0,3;-0,3;-0,3; 1;5,58;
197;18,76;18,76;-0,3;-0,3;-0,3; 1;5,37;
