sep=;
# Datei;"Log_20251204_010959.csv"
# Kunde;""
# Objekt;""
# Messstelle;""
# Verglasungsart;"2-fach"
# Notizen;""
# Startzeit;"2025-12-04 01:10:01"
# Messintervall [s];1

Zeit [s];T_si [°C];T_se [°C];q_si [W/m²];q_se [W/m²];q_mittel [W/m²];Lux [lx];U [W/m²K];q_true [W/m²]
0;18,37;18,65;0,1;-0,3;-0,1; 0;0,41;
3;18,36;18,62;0,0;-0,2;-0,1; 0;0,25;
3;18,36;18,61;0,0;-0,2;-0,1; 0;0,25;
4;18,36;18,62;0,0;-0,2;-0,1; 0;0,22;
6;18,36;18,63;0,1;-0,2;-0,1; 0;0,21;
7;18,36;18,63;0,1;-0,2;-0,1; 0;0,19;
8;18,36;18,62;0,1;-0,2;-0,1; 0;0,19;
9;18,36;18,61;0,1;-0,2;-0,1; 0;0,20;
10;18,36;18,61;0,1;-0,2;-0,1; 0;0,20;
10;18,37;18,61;0,1;-0,2;-0,0; 0;0,19;
11;18,37;18,61;0,1;-0,2;-0,0; 0;0,19;
12;18,36;18,61;0,1;-0,2;-0,1; 0;0,20;
13;18,37;18,61;0,1;-0,2;-0,1; 0;0,22;
14;18,36;18,61;0,1;-0,2;-0,1; 0;0,23;
16;18,36;18,61;0,1;-0,2;-0,1; 0;0,25;
17;18,36;18,62;0,1;-0,2;-0,1; 0;0,30;
17;18,37;18,62;0,1;-0,2;-0,1; 0;0,34;
19;18,37;18,62;0,1;-0,3;-0,1; 0;0,37;
19;18,37;18,63;0,1;-0,3;-0,1; 0;0,38;
21;18,37;18,62;0,1;-0,3;-0,1; 0;0,40;
22;18,36;18,63;0,1;-0,3;-0,1; 0;0,39;
22;18,36;18,63;0,1;-0,3;-0,1; 0;0,39;
23;18,37;18,62;0,1;-0,3;-0,1; 0;0,40;
24;18,36;18,62;0,1;-0,3;-0,1; 0;0,39;
25;18,36;18,63;0,1;-0,3;-0,1; 0;0,36;
26;18,37;18,63;0,1;-0,3;-0,1; 0;0,38;
28;18,37;18,62;0,1;-0,3;-0,1; 0;0,34;
29;18,36;18,62;0,1;-0,3;-0,1; 0;0,30;
30;18,37;18,61;0,1;-0,3;-0,1; 0;0,31;
30;18,37;18,62;0,1;-0,3;-0,1; 0;0,30;
31;18,37;18,62;0,1;-0,3;-0,1; 0;0,30;
32;18,38;18,62;0,1;-0,3;-0,1; 0;0,29;
