sep=;
# Datei;"Log_20251203_211942.csv"
# Kunde;"Bsndn"
# Objekt;"D d"
# Messstelle;""
# Verglasungsart;"2-fach"
# Notizen;"Bsbdbd"
# Startzeit;"2025-12-03 21:19:42"
# Messintervall [s];1

Zeit [s];T_si [°C];T_se [°C];q_si [W/m²];q_se [W/m²];q_mittel [W/m²];Lux [lx];U [W/m²K];q_true [W/m²]
89;19,34;19,37;-0,7;-0,1;-0,4; 1;-11,35;
90;19,34;19,36;-0,7;-0,1;-0,4; 1;-15,04;
91;19,33;19,37;-0,7;-0,1;-0,4; 1;-10,93;
92;19,34;19,37;-0,7;-0,1;-0,4; 1;-10,21;
93;19,34;19,37;-0,7;-0,1;-0,4; 1;-10,23;
94;19,33;19,37;-0,7;-0,1;-0,4; 1;-9,69;
95;19,34;19,38;-0,7;-0,1;-0,4; 1;-10,05;
96;19,34;19,37;-0,6;-0,1;-0,4; 1;-11,37;
97;19,34;19,37;-0,6;-0,1;-0,4; 1;-9,98;
98;19,34;19,37;-0,6;-0,1;-0,4; 1;-11,00;
99;19,34;19,37;-0,6;-0,1;-0,4; 1;-10,88;
100;19,33;19,38;-0,6;-0,1;-0,3; 1;-7,72;
101;19,33;19,37;-0,6;-0,1;-0,3; 1;-8,82;
102;19,33;19,37;-0,6;-0,1;-0,3; 1;-9,84;
103;19,33;19,36;-0,6;-0,0;-0,3; 1;-10,75;
104;19,31;19,36;-0,7;-0,0;-0,3; 1;-7,84;
105;19,31;19,36;-0,7;-0,0;-0,4; 1;-8,10;
106;19,32;19,35;-0,7;-0,0;-0,4; 1;-10,38;
107;19,32;19,35;-0,7;-0,0;-0,3; 1;-9,70;
108;19,32;19,36;-0,6;-0,0;-0,3; 1;-10,65;
109;19,32;19,35;-0,6;-0,1;-0,3; 1;-11,38;
110;19,32;19,35;-0,6;-0,1;-0,3; 1;-12,16;
111;19,32;19,35;-0,6;-0,1;-0,3; 1;-12,77;
112;19,33;19,35;-0,6;-0,1;-0,3; 1;-14,26;
113;19,33;19,35;-0,6;-0,1;-0,3; 1;-14,07;
114;19,32;19,35;-0,6;-0,1;-0,3; 1;-10,49;
115;19,32;19,35;-0,6;-0,1;-0,3; 1;-10,13;
116;19,32;19,35;-0,6;-0,1;-0,3; 1;-12,94;
117;19,32;19,35;-0,6;-0,1;-0,3; 1;-12,67;
118;19,32;19,35;-0,5;-0,1;-0,3; 1;-9,27;
119;19,32;19,35;-0,6;-0,1;-0,3; 1;-8,67;
120;19,31;19,35;-0,6;-0,1;-0,3; 1;-8,36;
121;19,31;19,35;-0,6;-0,1;-0,3; 1;-8,11;
122;19,32;19,35;-0,6;-0,1;-0,3; 1;-8,69;
123;19,33;19,35;-0,5;-0,1;-0,3; 1;-14,05;
124;19,33;19,35;-0,5;-0,1;-0,3; 1;-15,13;
125;19,33;19,35;-0,5;-0,1;-0,3; 1;-16,83;
126;19,32;19,34;-0,5;-0,1;-0,3; 1;-15,48;
