sep=;
# Datei;"Log_20251203_230546.csv"
# Kunde;""
# Objekt;""
# Messstelle;""
# Verglasungsart;"2-fach"
# Notizen;""
# Startzeit;"2025-12-03 23:05:48"
# Messintervall [s];1

Zeit [s];T_si [°C];T_se [°C];q_si [W/m²];q_se [W/m²];q_mittel [W/m²];Lux [lx];U [W/m²K];q_true [W/m²]
70;18,96;19,01;-0,3;-0,3;-0,3; 0;3,12;
71;18,97;19,00;-0,3;-0,3;-0,3; 0;3,34;
72;18,96;19,00;-0,3;-0,3;-0,3; 0;3,27;
73;18,96;19,00;-0,3;-0,3;-0,3; 0;3,11;
74;18,96;19,01;-0,3;-0,3;-0,3; 0;3,03;
75;18,95;19,00;-0,3;-0,3;-0,3; 0;2,95;
76;18,95;19,01;-0,3;-0,3;-0,3; 0;2,91;
77;18,96;19,01;-0,3;-0,3;-0,3; 0;2,91;
78;18,96;19,01;-0,3;-0,3;-0,3; 0;2,89;
79;18,96;19,01;-0,3;-0,3;-0,3; 0;3,06;
81;18,96;19,01;-0,3;-0,3;-0,3; 0;2,99;
81;18,96;19,01;-0,3;-0,3;-0,3; 0;2,91;
82;18,95;19,01;-0,3;-0,3;-0,3; 0;2,81;
83;18,96;19,00;-0,3;-0,3;-0,3; 0;3,29;
84;18,96;19,00;-0,2;-0,3;-0,3; 0;3,20;
86;18,95;19,00;-0,2;-0,3;-0,3; 0;3,15;
86;18,96;18,99;-0,2;-0,3;-0,3; 0;3,37;
87;18,96;18,99;-0,2;-0,3;-0,3; 0;3,83;
88;18,96;18,99;-0,2;-0,3;-0,3; 0;3,37;
89;18,95;18,99;-0,2;-0,3;-0,3; 0;3,25;
90;18,96;18,99;-0,2;-0,3;-0,3; 0;3,40;
91;18,96;18,99;-0,2;-0,3;-0,3; 0;3,26;
92;18,96;19,00;-0,2;-0,3;-0,3; 0;3,08;
93;18,95;19,00;-0,2;-0,3;-0,3; 0;2,89;
94;18,95;19,00;-0,2;-0,3;-0,3; 0;2,75;
95;18,95;19,00;-0,2;-0,3;-0,3; 0;2,67;
97;18,94;19,01;-0,2;-0,3;-0,3; 0;2,52;
98;18,93;19,01;-0,2;-0,3;-0,3; 0;2,32;
98;18,93;19,01;-0,3;-0,3;-0,3; 0;2,23;
99;18,92;19,01;-0,3;-0,3;-0,3; 0;2,22;
100;18,92;19,00;-0,3;-0,3;-0,3; 0;2,20;
102;18,92;19,00;-0,3;-0,3;-0,3; 0;2,23;
102;18,91;18,99;-0,3;-0,3;-0,3; 0;2,23;
103;18,91;18,99;-0,3;-0,3;-0,3; 0;2,29;
104;18,90;18,99;-0,3;-0,3;-0,3; 0;2,10;
105;18,90;18,99;-0,3;-0,3;-0,3; 0;2,20;
106;18,91;18,99;-0,3;-0,3;-0,3; 0;2,25;
107;18,91;18,99;-0,3;-0,3;-0,3; 0;2,27;
108;18,91;18,99;-0,3;-0,3;-0,3; 0;2,29;
109;18,90;18,99;-0,3;-0,3;-0,3; 0;2,17;
110;18,90;18,99;-0,3;-0,3;-0,3; 0;2,19;
111;18,90;18,99;-0,3;-0,3;-0,3; 0;2,13;
113;18,90;18,99;-0,3;-0,3;-0,3; 0;2,07;
113;18,90;19,00;-0,3;-0,3;-0,3; 0;2,08;
114;18,90;19,00;-0,3;-0,3;-0,3; 0;2,12;
115;18,90;19,00;-0,3;-0,3;-0,3; 0;2,07;
116;18,89;18,99;-0,3;-0,3;-0,3; 0;2,07;
117;18,89;19,00;-0,4;-0,3;-0,3; 0;2,05;
118;18,89;18,99;-0,4;-0,3;-0,3; 0;2,04;
119;18,88;18,99;-0,4;-0,3;-0,3; 0;1,99;
120;18,88;18,99;-0,4;-0,3;-0,3; 0;1,99;
121;18,89;18,99;-0,4;-0,3;-0,3; 0;2,03;
122;18,89;18,99;-0,4;-0,3;-0,3; 0;2,17;
123;18,90;18,99;-0,4;-0,3;-0,3; 0;2,23;
125;18,90;18,99;-0,4;-0,3;-0,3; 0;2,29;
125;18,90;18,99;-0,4;-0,3;-0,3; 0;2,33;
126;18,90;18,98;-0,4;-0,3;-0,3; 0;2,39;
127;18,90;18,99;-0,4;-0,3;-0,3; 0;2,21;
129;18,90;18,99;-0,4;-0,3;-0,3; 0;2,22;
130;18,89;18,98;-0,4;-0,3;-0,3; 0;2,22;
130;18,89;18,98;-0,4;-0,3;-0,3; 0;2,18;
131;18,90;18,99;-0,4;-0,3;-0,3; 0;2,23;
132;18,90;18,99;-0,3;-0,3;-0,3; 0;2,29;
133;18,90;18,99;-0,3;-0,3;-0,3; 0;2,29;
134;18,91;18,98;-0,3;-0,3;-0,3; 0;2,38;
135;18,91;18,99;-0,3;-0,3;-0,3; 0;2,34;
136;18,92;18,99;-0,3;-0,3;-0,3; 0;2,54;
137;18,92;18,99;-0,3;-0,3;-0,3; 0;2,69;
138;18,92;18,98;-0,3;-0,3;-0,3; 0;2,81;
140;18,93;18,98;-0,3;-0,3;-0,3; 0;2,90;
140;18,92;18,98;-0,3;-0,3;-0,3; 0;2,82;
141;18,93;18,99;-0,3;-0,3;-0,3; 0;2,85;
142;18,93;18,98;-0,3;-0,3;-0,3; 0;3,03;
143;18,93;18,98;-0,3;-0,3;-0,3; 0;3,00;
144;18,92;18,98;-0,3;-0,3;-0,3; 0;2,71;
145;18,91;18,98;-0,3;-0,3;-0,3; 0;2,66;
146;18,91;18,98;-0,3;-0,3;-0,3; 0;2,66;
147;18,90;18,98;-0,3;-0,3;-0,3; 0;2,44;
148;18,90;18,98;-0,4;-0,3;-0,3; 0;2,39;
149;18,89;18,98;-0,4;-0,3;-0,3; 0;2,31;
151;18,88;18,98;-0,4;-0,3;-0,4; 0;2,28;
151;18,88;18,98;-0,4;-0,3;-0,4; 0;2,24;
152;18,88;18,98;-0,4;-0,3;-0,4; 0;2,33;
153;18,88;18,97;-0,4;-0,3;-0,4; 0;2,39;
154;18,88;18,97;-0,4;-0,3;-0,4; 0;2,29;
155;18,88;18,97;-0,4;-0,3;-0,4; 0;2,33;
156;18,87;18,97;-0,5;-0,3;-0,4; 0;2,20;
157;18,87;18,97;-0,5;-0,3;-0,4; 0;2,21;
158;18,87;18,97;-0,5;-0,2;-0,4; 0;2,22;
159;18,86;18,97;-0,5;-0,2;-0,4; 0;2,15;
160;18,86;18,97;-0,5;-0,2;-0,4; 0;2,07;
161;18,85;18,97;-0,5;-0,2;-0,4; 0;1,99;
162;18,85;18,97;-0,5;-0,2;-0,4; 0;2,00;
163;18,85;18,96;-0,5;-0,2;-0,4; 0;2,03;
164;18,84;18,96;-0,5;-0,2;-0,4; 0;2,09;
165;18,84;18,95;-0,5;-0,2;-0,4; 0;2,09;
166;18,85;18,95;-0,5;-0,2;-0,4; 0;2,19;
167;18,84;18,96;-0,5;-0,2;-0,4; 0;2,02;
168;18,84;18,96;-0,5;-0,2;-0,4; 0;1,94;
169;18,84;18,96;-0,5;-0,2;-0,3; 0;1,99;
170;18,84;18,96;-0,5;-0,2;-0,3; 0;1,92;
171;18,84;18,97;-0,5;-0,2;-0,3; 0;1,88;
173;18,84;18,97;-0,5;-0,2;-0,3; 0;1,79;
173;18,84;18,97;-0,5;-0,2;-0,3; 0;1,78;
174;18,84;18,97;-0,5;-0,2;-0,3; 0;1,84;
175;18,84;18,97;-0,5;-0,2;-0,3; 0;1,82;
176;18,83;18,97;-0,5;-0,2;-0,3; 0;1,76;
178;18,83;18,97;-0,5;-0,2;-0,3; 0;1,75;
178;18,82;18,96;-0,5;-0,2;-0,4; 0;1,75;
179;18,82;18,96;-0,5;-0,2;-0,4; 0;1,76;
180;18,82;18,95;-0,5;-0,2;-0,4; 0;1,80;
181;18,82;18,95;-0,5;-0,2;-0,3; 0;1,75;
182;18,82;18,95;-0,5;-0,2;-0,3; 0;1,84;
183;18,82;18,95;-0,5;-0,2;-0,3; 0;1,83;
184;18,83;18,95;-0,5;-0,2;-0,3; 0;1,91;
185;18,83;18,94;-0,5;-0,2;-0,3; 0;1,98;
186;18,83;18,94;-0,5;-0,2;-0,3; 0;1,93;
187;18,83;18,95;-0,5;-0,2;-0,3; 0;1,93;
189;18,84;18,95;-0,5;-0,2;-0,3; 0;1,94;
189;18,84;18,95;-0,5;-0,2;-0,3; 0;1,97;
190;18,84;18,95;-0,4;-0,2;-0,3; 0;1,91;
191;18,83;18,95;-0,4;-0,2;-0,3; 0;1,87;
192;18,84;18,95;-0,4;-0,2;-0,3; 0;1,93;
193;18,84;18,95;-0,4;-0,2;-0,3; 0;1,98;
194;18,84;18,94;-0,4;-0,2;-0,3; 0;1,97;
195;18,84;18,94;-0,4;-0,2;-0,3; 0;1,96;
196;18,84;18,95;-0,4;-0,2;-0,3; 0;1,92;
197;18,84;18,95;-0,3;-0,2;-0,3; 0;1,93;
198;18,84;18,95;-0,3;-0,3;-0,3; 0;1,93;
199;18,84;18,96;-0,3;-0,3;-0,3; 0;1,80;
200;18,84;18,95;-0,3;-0,3;-0,3; 0;1,82;
201;18,84;18,96;-0,3;-0,3;-0,3; 0;1,77;
202;18,86;18,96;-0,3;-0,3;-0,3; 0;1,94;
203;18,87;18,96;-0,2;-0,3;-0,3; 0;2,01;
205;18,88;18,96;-0,2;-0,3;-0,3; 0;2,10;
205;18,88;18,96;-0,2;-0,3;-0,3; 0;2,31;
206;18,89;18,96;-0,2;-0,3;-0,3; 0;2,43;
207;18,89;18,96;-0,2;-0,3;-0,3; 0;2,45;
208;18,89;18,96;-0,2;-0,3;-0,3; 0;2,29;
210;18,88;18,96;-0,2;-0,3;-0,3; 0;2,35;
210;18,88;18,95;-0,3;-0,3;-0,3; 0;2,39;
211;18,88;18,95;-0,3;-0,3;-0,3; 0;2,35;
212;18,88;18,96;-0,3;-0,3;-0,3; 0;2,24;
213;18,88;18,96;-0,3;-0,3;-0,3; 0;2,19;
214;18,87;18,96;-0,3;-0,3;-0,3; 0;2,21;
215;18,88;18,96;-0,3;-0,3;-0,3; 0;2,16;
216;18,88;18,97;-0,3;-0,3;-0,3; 0;2,14;
217;18,88;18,97;-0,3;-0,3;-0,3; 0;2,08;
218;18,87;9,49;-0,3;-0,3;-0,3; 0;0,93;
219;18,87;18,97;-0,3;-0,3;-0,3; 0;1,90;
220;18,86;18,97;-0,3;-0,3;-0,3; 0;1,87;
221;18,86;18,96;-0,3;-0,3;-0,3; 0;1,95;
222;18,87;18,96;-0,4;-0,3;-0,3; 0;2,16;
223;18,87;18,96;-0,4;-0,3;-0,3; 0;2,19;
224;18,87;18,97;-0,4;-0,3;-0,3; 0;2,16;
225;18,87;18,96;-0,4;-0,3;-0,3; 0;2,24;
226;18,87;18,96;-0,3;-0,3;-0,3; 0;2,27;
227;18,87;18,96;-0,3;-0,3;-0,3; 0;2,10;
228;18,87;18,96;-0,3;-0,3;-0,3; 0;2,19;
229;18,86;18,96;-0,3;-0,3;-0,3; 0;2,08;
230;18,86;18,97;-0,4;-0,3;-0,3; 0;2,04;
231;18,86;18,97;-0,4;-0,3;-0,3; 0;2,03;
232;18,86;18,97;-0,4;-0,3;-0,3; 0;2,03;
233;18,86;18,96;-0,4;-0,3;-0,3; 0;2,08;
234;18,85;18,96;-0,4;-0,3;-0,3; 0;2,10;
235;18,85;18,96;-0,4;-0,3;-0,4; 0;2,04;
236;18,85;18,96;-0,4;-0,3;-0,4; 0;2,10;
237;18,84;18,96;-0,5;-0,3;-0,4; 0;2,06;
238;18,84;18,96;-0,5;-0,3;-0,4; 0;1,99;
239;18,85;18,96;-0,5;-0,3;-0,4; 0;2,09;
241;18,85;18,96;-0,5;-0,2;-0,4; 0;2,04;
241;18,85;18,96;-0,5;-0,3;-0,4; 0;2,09;
242;18,84;18,95;-0,5;-0,3;-0,4; 0;2,04;
243;18,84;18,95;-0,5;-0,2;-0,4; 0;2,03;
244;18,83;18,95;-0,5;-0,2;-0,4; 0;1,98;
245;18,83;18,95;-0,5;-0,2;-0,4; 0;2,03;
246;18,83;18,95;-0,5;-0,2;-0,4; 0;2,04;
247;18,83;18,94;-0,5;-0,2;-0,4; 0;2,04;
248;18,83;18,94;-0,5;-0,2;-0,4; 0;2,05;
249;18,83;18,94;-0,5;-0,2;-0,4; 0;2,05;
250;18,83;18,94;-0,5;-0,2;-0,4; 0;2,06;
251;18,83;18,95;-0,5;-0,2;-0,4; 0;2,00;
252;18,83;18,95;-0,5;-0,2;-0,4; 0;2,01;
253;18,83;18,95;-0,4;-0,2;-0,3; 0;1,91;
254;18,83;18,95;-0,4;-0,2;-0,3; 0;1,87;
255;18,82;18,96;-0,4;-0,2;-0,3; 0;1,80;
256;18,83;18,95;-0,4;-0,2;-0,3; 0;1,87;
257;18,82;18,95;-0,4;-0,2;-0,3; 0;1,84;
258;18,82;18,95;-0,4;-0,2;-0,3; 0;1,83;
259;18,81;18,94;-0,4;-0,2;-0,3; 0;1,80;
260;18,81;18,94;-0,4;-0,2;-0,3; 0;1,77;
261;18,82;18,95;-0,4;-0,2;-0,3; 0;1,79;
262;18,81;18,95;-0,4;-0,2;-0,3; 0;1,73;
263;18,81;18,94;-0,4;-0,2;-0,3; 0;1,71;
264;18,81;18,94;-0,4;-0,2;-0,3; 0;1,70;
265;18,81;18,94;-0,4;-0,2;-0,3; 0;1,74;
266;18,82;18,94;-0,4;-0,2;-0,3; 0;1,79;
267;18,83;18,94;-0,4;-0,2;-0,3; 0;1,78;
269;18,83;18,95;-0,4;-0,2;-0,3; 0;1,72;
269;18,83;18,94;-0,4;-0,2;-0,3; 0;1,76;
271;18,84;18,94;-0,4;-0,2;-0,3; 0;1,85;
271;18,84;18,94;-0,3;-0,2;-0,3; 0;1,84;
272;18,84;18,94;-0,3;-0,2;-0,3; 0;1,83;
273;18,84;18,94;-0,3;-0,2;-0,3; 0;1,80;
274;18,83;18,93;-0,3;-0,2;-0,3; 0;1,78;
275;18,84;18,94;-0,3;-0,2;-0,3; 0;1,83;
276;18,84;18,94;-0,3;-0,2;-0,3; 0;1,83;
277;18,85;18,94;-0,2;-0,3;-0,2; 0;1,87;
278;18,86;18,95;-0,2;-0,3;-0,2; 0;1,90;
279;18,87;18,94;-0,2;-0,3;-0,2; 0;2,07;
280;18,87;18,94;-0,2;-0,3;-0,2; 0;2,22;
281;18,87;18,94;-0,2;-0,3;-0,2; 0;2,21;
282;18,88;18,94;-0,2;-0,3;-0,2; 0;2,42;
283;18,89;18,94;-0,2;-0,3;-0,2; 0;2,57;
285;18,89;18,94;-0,2;-0,3;-0,2; 0;2,68;
285;18,90;18,94;-0,2;-0,3;-0,2; 0;2,82;
286;18,89;18,93;-0,2;-0,3;-0,2; 0;2,90;
287;18,89;18,94;-0,2;-0,3;-0,2; 0;2,68;
288;18,88;18,94;-0,2;-0,3;-0,2; 0;2,51;
289;18,88;18,94;-0,2;-0,3;-0,2; 0;2,45;
290;18,88;18,94;-0,2;-0,3;-0,3; 0;2,45;
291;18,87;18,95;-0,2;-0,3;-0,3; 0;2,19;
292;18,87;18,94;-0,3;-0,3;-0,3; 0;2,22;
293;18,86;18,94;-0,3;-0,3;-0,3; 0;2,17;
294;18,86;18,94;-0,3;-0,3;-0,3; 0;2,11;
295;18,85;18,93;-0,3;-0,3;-0,3; 0;2,15;
296;18,86;18,94;-0,3;-0,3;-0,3; 0;2,20;
297;18,85;18,93;-0,3;-0,3;-0,3; 0;2,17;
298;18,85;18,93;-0,3;-0,3;-0,3; 0;2,11;
299;18,85;18,94;-0,3;-0,3;-0,3; 0;2,16;
301;18,86;18,94;-0,3;-0,3;-0,3; 0;2,24;
301;18,86;18,94;-0,3;-0,3;-0,3; 0;2,18;
302;18,86;18,94;-0,3;-0,3;-0,3; 0;2,23;
303;18,86;18,93;-0,3;-0,3;-0,3; 0;2,27;
304;18,85;18,93;-0,3;-0,3;-0,3; 0;2,19;
305;18,85;18,93;-0,3;-0,3;-0,3; 0;2,14;
306;18,85;18,93;-0,3;-0,3;-0,3; 0;2,11;
307;18,84;18,93;-0,3;-0,3;-0,3; 0;2,06;
308;18,84;18,93;-0,3;-0,3;-0,3; 0;1,91;
309;18,84;18,93;-0,3;-0,3;-0,3; 0;1,99;
310;18,84;18,93;-0,3;-0,3;-0,3; 0;2,00;
311;18,83;18,93;-0,3;-0,3;-0,3; 0;1,94;
312;18,84;18,93;-0,3;-0,3;-0,3; 0;1,91;
313;18,84;18,94;-0,3;-0,3;-0,3; 0;1,92;
314;18,85;18,94;-0,3;-0,3;-0,3; 0;1,90;
315;18,85;18,93;-0,2;-0,3;-0,3; 0;1,98;
316;18,85;18,93;-0,2;-0,3;-0,2; 0;2,02;
317;18,85;18,92;-0,2;-0,3;-0,2; 0;2,05;
318;18,86;18,93;-0,2;-0,3;-0,2; 0;2,12;
319;18,86;18,93;-0,2;-0,3;-0,2; 0;2,05;
321;18,86;18,93;-0,2;-0,3;-0,2; 0;1,95;
321;18,86;0,00;-0,2;-0,3;-0,2; 0;0,00;
322;18,86;18,97;-0,1;-0,3;-0,2; 0;1,48;
323;18,86;18,97;-0,1;-0,3;-0,2; 0;1,48;
324;18,86;18,96;-0,1;-0,3;-0,2; 0;1,64;
325;18,87;18,96;-0,1;-0,3;-0,2; 0;1,73;
326;18,87;18,96;-0,1;-0,3;-0,2; 0;1,76;
327;18,87;18,96;-0,1;-0,3;-0,2; 0;1,82;
328;18,87;18,95;-0,1;-0,3;-0,2; 0;1,85;
329;18,86;18,94;-0,1;-0,3;-0,2; 0;1,88;
330;18,86;18,94;-0,1;-0,3;-0,2; 0;1,95;
331;18,86;18,94;-0,1;-0,3;-0,2; 0;1,94;
333;18,87;18,94;-0,2;-0,3;-0,2; 0;2,04;
333;18,87;18,94;-0,2;-0,3;-0,2; 0;2,08;
334;18,87;18,94;-0,2;-0,3;-0,2; 0;2,14;
335;18,87;18,94;-0,1;-0,3;-0,2; 0;2,15;
336;18,86;18,94;-0,1;-0,3;-0,2; 0;2,10;
337;18,87;18,94;-0,1;-0,3;-0,2; 0;2,30;
338;18,88;18,94;-0,1;-0,4;-0,2; 0;2,30;
339;18,89;18,94;-0,1;-0,4;-0,2; 0;2,50;
340;18,89;18,93;-0,1;-0,4;-0,2; 0;2,87;
341;18,90;18,93;-0,0;-0,4;-0,2; 0;3,04;
342;18,90;18,93;-0,0;-0,4;-0,2; 0;3,14;
343;18,90;18,93;-0,0;-0,4;-0,2; 0;3,12;
344;18,89;18,94;-0,0;-0,4;-0,2; 0;2,74;
345;18,90;18,93;-0,1;-0,4;-0,2; 0;3,17;
346;18,89;18,93;-0,1;-0,4;-0,2; 0;3,19;
347;18,90;18,92;-0,1;-0,4;-0,2; 0;3,70;
349;18,90;18,92;-0,1;-0,3;-0,2; 0;3,56;
349;18,89;18,93;-0,1;-0,3;-0,2; 0;3,15;
350;18,89;18,92;-0,2;-0,3;-0,2; 0;3,21;
351;18,88;18,92;-0,2;-0,3;-0,2; 0;2,88;
352;18,88;18,92;-0,2;-0,3;-0,3; 0;2,89;
354;18,87;18,92;-0,2;-0,3;-0,2; 0;2,59;
354;18,87;18,92;-0,2;-0,3;-0,2; 0;2,72;
355;18,87;18,92;-0,2;-0,3;-0,2; 0;2,84;
356;18,87;18,91;-0,2;-0,3;-0,2; 0;2,84;
357;18,87;18,91;-0,2;-0,3;-0,2; 0;2,85;
358;18,87;18,90;-0,2;-0,3;-0,2; 0;3,05;
359;18,86;18,90;-0,2;-0,3;-0,2; 0;2,73;
360;18,86;18,91;-0,2;-0,3;-0,2; 0;2,63;
361;18,86;18,91;-0,2;-0,3;-0,2; 0;2,52;
362;18,86;18,91;-0,2;-0,3;-0,2; 0;2,49;
363;18,85;18,92;-0,2;-0,3;-0,2; 0;2,20;
364;18,85;18,93;-0,2;-0,3;-0,2; 0;2,13;
365;18,85;18,92;-0,2;-0,3;-0,3; 0;2,19;
366;18,85;18,92;-0,2;-0,3;-0,3; 0;2,23;
367;18,85;18,91;-0,2;-0,3;-0,3; 0;2,28;
368;18,85;18,91;-0,2;-0,3;-0,3; 0;2,44;
370;18,86;18,91;-0,2;-0,3;-0,2; 0;2,58;
370;18,86;18,91;-0,2;-0,3;-0,2; 0;2,72;
371;18,86;18,91;-0,2;-0,3;-0,2; 0;2,84;
372;18,87;18,91;-0,2;-0,3;-0,2; 0;2,96;
373;18,87;18,91;-0,2;-0,3;-0,2; 0;3,00;
374;18,87;18,91;-0,1;-0,3;-0,2; 0;3,03;
375;18,87;18,91;-0,1;-0,3;-0,2; 0;2,81;
376;18,87;18,91;-0,1;-0,3;-0,2; 0;2,88;
377;18,87;18,91;-0,1;-0,3;-0,2; 0;2,79;
378;18,87;18,91;-0,1;-0,3;-0,2; 0;2,73;
379;18,88;18,91;-0,1;-0,3;-0,2; 0;3,08;
380;18,88;18,91;-0,1;-0,3;-0,2; 0;3,05;
381;18,88;18,90;-0,1;-0,3;-0,2; 0;3,36;
382;18,88;18,91;-0,1;-0,3;-0,2; 0;3,09;
383;18,87;18,91;-0,1;-0,3;-0,2; 0;2,92;
384;18,87;18,91;-0,1;-0,3;-0,2; 0;2,94;
386;18,87;18,90;-0,1;-0,3;-0,2; 0;3,15;
386;18,87;18,90;-0,1;-0,3;-0,2; 0;3,27;
387;18,87;18,90;-0,1;-0,3;-0,2; 0;2,97;
388;18,87;18,91;-0,1;-0,3;-0,2; 0;2,92;
389;18,87;18,92;-0,1;-0,3;-0,2; 0;2,66;
390;18,87;18,91;-0,1;-0,3;-0,2; 0;2,82;
391;18,88;18,91;-0,2;-0,3;-0,2; 0;3,23;
392;18,87;18,91;-0,2;-0,3;-0,3; 0;3,04;
393;18,86;18,92;-0,2;-0,3;-0,3; 0;2,65;
394;18,86;18,92;-0,2;-0,3;-0,3; 0;2,58;
395;18,87;18,92;-0,2;-0,3;-0,2; 0;2,73;
397;18,87;18,91;-0,2;-0,3;-0,2; 0;2,94;
397;18,88;18,91;-0,2;-0,3;-0,2; 0;3,11;
398;18,87;18,91;-0,2;-0,3;-0,2; 0;3,27;
399;18,88;18,90;-0,1;-0,3;-0,2; 0;3,51;
400;18,88;18,90;-0,1;-0,3;-0,2; 0;3,51;
402;18,88;18,91;-0,1;-0,3;-0,2; 0;3,59;
402;18,87;18,91;-0,1;-0,3;-0,2; 0;3,24;
403;18,87;18,90;-0,1;-0,3;-0,2; 0;3,36;
404;18,87;18,90;-0,1;-0,3;-0,2; 0;3,60;
405;18,87;18,90;-0,1;-0,3;-0,2; 0;3,28;
406;18,87;18,91;-0,2;-0,3;-0,2; 0;3,26;
407;18,87;18,91;-0,2;-0,3;-0,2; 0;2,96;
408;18,87;18,91;-0,2;-0,3;-0,2; 0;2,80;
409;18,86;18,91;-0,2;-0,3;-0,2; 0;2,65;
410;18,85;18,90;-0,2;-0,3;-0,2; 0;2,71;
411;18,85;18,90;-0,2;-0,3;-0,3; 0;2,70;
412;18,85;18,90;-0,2;-0,3;-0,3; 0;2,76;
413;18,86;18,90;-0,2;-0,3;-0,3; 0;3,01;
